Latitude,Longitude,Timestamp,Weather,Age,Type_of_Vehicle,Accident_Held
10.98,76.95,2009-07-24 17:52:13,Rainy,43,Auto-rickshaw,No
10.81,76.83,2004-03-23 09:08:09,Foggy,32,Auto-rickshaw,Yes
10.98,76.86,2004-05-14 14:33:44,Windy,71,Truck,No
10.82,77.09,2002-11-28 23:05:36,Windy,73,Car,Yes
11.02,76.97,1992-03-02 17:31:06,Foggy,51,Bus,Yes
11.07,77.17,2009-01-06 07:14:11,Windy,65,Bus,No
10.82,76.85,2009-04-13 01:29:37,Clear,58,Truck,No
11.0,76.86,2015-04-20 13:02:58,Stormy,73,Car,Yes
11.15,76.85,2009-11-07 20:08:16,Foggy,29,Bike,No
10.85,77.16,1999-10-12 00:56:32,Stormy,36,Auto-rickshaw,No
11.11,76.99,2009-10-03 13:39:08,Clear,52,Bus,Yes
11.03,76.83,1991-05-19 12:19:20,Windy,19,Auto-rickshaw,No
11.17,77.18,2021-03-27 05:30:51,Clear,71,Bike,No
10.89,76.99,1991-04-22 20:31:12,Clear,64,Auto-rickshaw,No
10.84,76.85,2011-12-27 18:37:45,Clear,54,Truck,Yes
10.92,76.95,2012-11-04 20:59:02,Foggy,57,Truck,No
11.13,76.95,2018-11-11 10:18:10,Rainy,58,Bike,Yes
11.11,76.9,2003-08-23 19:49:18,Clear,39,Truck,Yes
11.03,77.08,2020-12-06 01:22:51,Clear,79,Truck,No
11.1,77.1,2015-09-09 16:59:42,Clear,31,Auto-rickshaw,Yes
11.1,77.14,2018-03-03 15:05:47,Foggy,61,Truck,No
10.82,76.94,1992-11-25 13:01:05,Rainy,36,Bike,No
10.97,76.9,1999-12-18 17:21:21,Windy,74,Bike,Yes
10.92,77.11,2013-02-01 09:10:59,Windy,58,Truck,Yes
11.02,77.07,2010-01-04 20:18:43,Stormy,22,Bike,Yes
11.07,77.05,2021-06-07 12:09:39,Rainy,23,Car,No
10.81,76.87,2002-01-29 10:31:39,Windy,46,Truck,Yes
11.19,77.06,2021-12-29 23:56:51,Clear,34,Bike,Yes
11.11,76.86,1990-08-04 02:35:34,Rainy,64,Truck,No
11.19,77.07,1996-09-18 05:02:48,Stormy,72,Truck,Yes
10.88,77.19,2013-08-26 03:15:31,Rainy,54,Bus,No
11.04,76.94,2001-06-16 16:37:53,Foggy,21,Car,No
11.12,76.86,1997-03-03 13:29:09,Foggy,49,Auto-rickshaw,No
10.95,77.09,2016-08-06 23:09:25,Clear,59,Bus,No
10.87,77.1,2004-03-23 09:08:09,Foggy,75,Bus,Yes
10.89,76.96,1996-04-09 04:08:08,Foggy,73,Truck,Yes
11.0,77.05,2020-01-16 22:51:46,Rainy,22,Auto-rickshaw,Yes
10.87,77.03,2008-07-18 22:51:19,Foggy,21,Bike,Yes
11.12,77.06,2015-07-19 18:11:53,Clear,23,Car,No
10.87,76.82,2001-10-29 20:57:21,Rainy,64,Car,Yes
10.88,77.12,2016-08-14 21:47:38,Foggy,41,Truck,Yes
10.92,76.98,2022-06-30 11:43:55,Windy,59,Truck,No
11.1,77.14,2001-01-03 10:49:04,Clear,78,Bike,No
11.05,76.99,2008-09-29 08:33:04,Stormy,51,Car,No
10.82,77.03,2005-06-26 12:26:18,Clear,34,Auto-rickshaw,Yes
10.86,76.84,2011-09-08 01:32:43,Clear,61,Bus,No
11.19,76.97,2009-04-10 02:51:49,Clear,79,Bus,No
10.85,76.82,2008-06-27 07:50:15,Windy,50,Bike,No
11.12,76.9,2024-07-15 21:40:43,Foggy,49,Truck,Yes
10.81,77.18,2024-04-30 06:15:53,Rainy,74,Bus,No
11.1,77.04,2021-02-06 17:45:05,Foggy,54,Auto-rickshaw,No
10.85,76.98,2022-11-24 15:11:49,Foggy,66,Bus,No
10.83,76.96,2010-11-12 04:24:48,Windy,67,Car,No
11.04,77.03,1990-08-18 03:17:42,Foggy,30,Auto-rickshaw,Yes
10.9,77.01,1994-04-03 22:36:47,Windy,36,Car,No
10.93,77.07,1990-08-18 03:17:42,Clear,77,Car,Yes
10.95,77.06,2010-11-06 04:56:17,Foggy,23,Auto-rickshaw,Yes
11.19,77.17,2002-03-07 21:18:50,Foggy,32,Truck,Yes
11.06,77.19,1999-12-18 17:21:21,Foggy,53,Auto-rickshaw,Yes
11.13,76.89,2007-10-19 14:29:48,Stormy,53,Truck,Yes
10.99,76.82,1991-09-17 00:10:13,Rainy,77,Truck,No
11.03,76.95,2013-11-20 03:03:37,Rainy,76,Car,No
10.9,77.05,1997-04-02 16:47:31,Stormy,71,Bike,Yes
10.83,76.92,2009-01-06 07:14:11,Windy,43,Auto-rickshaw,No
11.1,76.89,1997-06-27 03:39:18,Windy,42,Auto-rickshaw,No
11.04,77.03,2023-09-24 16:58:38,Foggy,79,Car,No
10.94,76.89,1992-10-18 13:59:03,Foggy,38,Bus,No
11.02,77.16,2013-11-18 01:28:43,Windy,38,Auto-rickshaw,Yes
10.83,76.98,2013-11-17 05:05:04,Clear,23,Bus,Yes
10.96,76.88,1997-04-02 16:47:31,Clear,44,Truck,Yes
10.83,77.01,2006-04-13 20:26:32,Foggy,57,Car,No
11.16,77.07,2020-12-06 01:22:51,Rainy,25,Auto-rickshaw,Yes
11.08,76.85,2008-10-23 13:47:27,Rainy,30,Bus,No
10.89,76.9,2010-11-06 04:56:17,Foggy,29,Bus,Yes
10.95,77.03,2010-12-05 06:49:22,Foggy,48,Car,No
11.2,77.03,2016-04-24 09:53:06,Rainy,62,Bus,Yes
10.84,76.9,2017-09-27 04:51:47,Foggy,43,Truck,Yes
11.18,77.13,2012-01-01 14:05:21,Clear,62,Truck,Yes
11.12,76.87,2014-07-18 08:35:37,Foggy,68,Bus,No
11.12,77.16,2000-08-06 05:51:57,Clear,42,Auto-rickshaw,No
10.98,77.14,1992-04-20 11:25:41,Stormy,18,Bike,No
11.17,77.19,1998-07-29 20:54:52,Clear,21,Auto-rickshaw,Yes
10.98,76.82,1998-09-23 03:42:45,Foggy,23,Bike,No
11.12,77.02,2010-11-06 04:56:17,Windy,49,Bike,Yes
10.89,77.16,1995-08-30 12:44:43,Clear,69,Car,No
11.01,77.14,2013-07-19 17:17:30,Clear,35,Bus,Yes
11.03,76.93,2014-02-07 13:31:25,Rainy,47,Truck,Yes
10.85,76.86,2007-12-25 21:24:23,Rainy,65,Bus,Yes
10.82,76.95,2007-01-03 12:45:58,Rainy,70,Car,No
10.85,77.02,2021-06-22 06:21:15,Foggy,18,Bike,Yes
11.13,77.03,2004-04-06 23:03:35,Windy,53,Auto-rickshaw,Yes
11.02,77.1,2020-06-08 08:20:40,Clear,20,Bike,No
11.18,77.08,2014-01-07 23:46:26,Clear,58,Truck,Yes
11.0,77.02,2001-10-13 19:37:38,Foggy,68,Truck,No
10.98,77.15,2000-07-18 11:42:51,Foggy,43,Car,Yes
10.84,76.83,1997-10-05 00:56:02,Foggy,78,Truck,Yes
10.81,76.84,2004-05-14 14:33:44,Clear,53,Auto-rickshaw,No
10.86,76.83,2019-04-06 20:01:48,Windy,72,Bus,No
11.16,77.12,2000-04-21 01:13:46,Windy,79,Bus,No
10.9,76.92,2006-02-23 15:43:15,Rainy,52,Car,No
10.81,77.09,1997-01-16 05:28:19,Stormy,25,Truck,Yes
11.07,76.88,2020-05-31 11:40:57,Foggy,22,Bike,Yes
10.9,76.85,1992-02-16 06:27:46,Foggy,37,Bike,No
10.99,76.82,2005-02-02 14:11:46,Windy,72,Bus,Yes
11.04,76.84,1990-09-26 23:25:37,Foggy,18,Truck,No
10.85,76.8,2012-09-17 07:27:58,Stormy,75,Bike,No
11.0,76.85,2005-02-15 23:29:50,Clear,76,Bike,No
10.98,76.99,1991-04-22 20:31:12,Windy,43,Bus,No
11.04,77.09,1992-04-02 02:45:14,Rainy,32,Truck,Yes
10.92,76.96,2005-11-26 14:19:43,Foggy,21,Bus,No
11.01,76.92,1990-09-26 23:25:37,Stormy,19,Bike,No
10.88,76.8,2008-11-25 13:52:51,Rainy,76,Truck,No
11.11,77.05,2008-12-22 07:37:19,Clear,28,Auto-rickshaw,Yes
10.9,77.13,1992-05-08 06:40:33,Foggy,23,Bike,No
11.17,76.91,1990-04-06 20:58:40,Stormy,77,Car,Yes
11.03,76.83,2012-05-15 20:04:39,Stormy,40,Bike,Yes
10.97,76.96,2013-05-31 19:01:09,Windy,39,Car,Yes
11.07,77.15,2000-01-08 02:18:10,Foggy,46,Auto-rickshaw,Yes
10.91,76.8,2008-11-25 13:52:51,Rainy,28,Bus,No
11.14,76.97,1992-06-30 11:21:24,Stormy,36,Auto-rickshaw,No
10.96,77.16,1990-08-22 18:51:20,Rainy,19,Bike,No
11.17,77.19,1992-07-15 17:40:01,Foggy,40,Bus,Yes
11.02,76.99,2004-10-02 18:24:48,Foggy,28,Bus,No
10.82,77.03,1991-02-15 23:48:02,Windy,64,Auto-rickshaw,Yes
11.12,77.1,1992-03-10 08:35:30,Windy,53,Car,No
10.98,76.88,2007-01-19 17:11:55,Stormy,32,Bike,No
10.88,77.14,2001-10-13 19:37:38,Stormy,64,Truck,No
10.85,76.91,2020-04-05 13:25:35,Foggy,52,Bike,No
10.88,77.09,2021-08-28 03:16:52,Foggy,75,Car,Yes
10.96,77.13,2000-01-08 02:18:10,Foggy,63,Bike,Yes
10.86,76.86,2000-12-31 14:06:55,Clear,21,Bus,Yes
11.14,77.1,1998-07-22 19:36:43,Stormy,60,Bus,No
10.86,76.92,2015-10-29 01:26:15,Foggy,39,Auto-rickshaw,No
11.13,76.85,2014-05-15 00:10:35,Stormy,25,Bus,No
11.06,77.08,2009-10-03 13:39:08,Clear,25,Car,Yes
10.94,76.81,2019-05-15 16:45:24,Stormy,72,Car,Yes
10.84,76.89,2011-03-13 13:03:30,Windy,47,Bike,Yes
10.86,77.06,2014-10-13 22:29:14,Stormy,58,Bike,Yes
11.17,76.89,2003-09-24 01:18:14,Clear,39,Car,Yes
11.11,77.03,2021-08-28 03:16:52,Stormy,53,Bike,Yes
10.9,76.86,2022-02-16 12:12:28,Foggy,68,Truck,Yes
11.14,77.1,2014-02-28 01:10:25,Rainy,39,Car,No
10.88,77.07,2015-08-10 13:06:41,Rainy,51,Truck,No
10.83,76.94,2006-02-18 12:17:12,Clear,37,Truck,Yes
11.06,76.98,2022-11-12 07:11:30,Clear,64,Truck,No
11.1,77.0,2009-07-24 17:52:13,Clear,25,Car,Yes
11.05,76.88,1990-10-21 00:48:27,Rainy,54,Car,No
11.07,76.83,2022-02-16 12:12:28,Windy,75,Bike,Yes
11.13,76.98,2003-01-05 18:31:21,Stormy,40,Truck,No
10.94,76.94,2003-11-20 15:18:37,Windy,38,Car,Yes
11.14,77.02,2019-09-04 17:42:30,Rainy,78,Bus,Yes
10.83,76.87,1999-06-06 22:35:18,Windy,31,Bus,No
10.8,76.9,2008-11-25 13:52:51,Stormy,48,Truck,No
10.83,76.91,2021-06-07 12:09:39,Rainy,44,Auto-rickshaw,No
11.03,77.16,2015-08-10 13:06:41,Clear,79,Bus,No
11.03,76.96,2014-07-18 08:35:37,Rainy,75,Truck,Yes
11.05,76.92,2012-02-10 08:10:38,Clear,61,Truck,No
10.92,76.97,2006-02-01 02:45:08,Foggy,76,Bus,No
11.02,77.11,1996-10-12 07:17:04,Windy,37,Auto-rickshaw,Yes
10.9,77.12,2023-07-18 11:56:34,Windy,55,Auto-rickshaw,No
10.85,76.86,2022-06-30 11:43:55,Clear,26,Car,No
10.81,76.97,1995-06-08 05:56:21,Windy,66,Bus,Yes
11.03,76.97,2003-07-10 18:43:15,Rainy,39,Car,Yes
11.12,77.19,2021-06-07 12:09:39,Windy,44,Truck,No
11.18,77.19,1997-06-27 03:39:18,Foggy,71,Bus,No
11.08,76.93,1992-10-18 13:59:03,Stormy,48,Bike,No
10.99,76.89,2001-07-26 12:03:59,Rainy,23,Truck,No
10.89,76.91,2024-04-30 06:15:53,Foggy,61,Bike,No
11.0,77.18,1990-12-13 15:46:00,Foggy,73,Bus,No
10.82,77.13,2000-08-06 05:51:57,Stormy,35,Bike,No
11.07,77.19,2009-11-04 19:41:05,Stormy,19,Auto-rickshaw,No
11.02,77.01,2006-01-22 22:26:23,Foggy,24,Car,Yes
11.18,76.94,1994-02-01 03:47:08,Rainy,75,Bus,Yes
11.15,77.18,2011-04-06 05:39:31,Rainy,74,Bike,Yes
11.11,77.05,2015-07-03 11:17:03,Stormy,40,Truck,Yes
11.05,76.83,2023-04-28 19:23:51,Clear,44,Auto-rickshaw,No
10.9,76.87,2021-07-09 01:03:20,Foggy,18,Truck,No
10.81,77.02,2005-11-26 14:19:43,Windy,74,Bike,No
11.03,77.1,2002-11-28 23:05:36,Clear,21,Car,No
11.12,76.82,2000-07-18 11:42:51,Rainy,26,Truck,Yes
11.03,77.02,2003-07-10 18:43:15,Rainy,44,Bike,No
10.91,77.17,2014-11-13 02:25:22,Stormy,64,Auto-rickshaw,Yes
10.87,76.87,2003-01-05 18:31:21,Stormy,54,Auto-rickshaw,Yes
11.02,77.07,1991-04-22 20:31:12,Foggy,55,Bus,No
10.95,77.0,2014-05-15 00:10:35,Rainy,23,Auto-rickshaw,No
11.07,77.13,2012-05-15 20:04:39,Windy,39,Truck,No
11.04,77.05,2012-04-11 21:44:11,Foggy,65,Bike,No
11.18,77.03,2019-05-16 10:14:00,Foggy,58,Bus,No
10.92,77.12,2001-05-31 17:21:20,Clear,57,Bus,No
10.81,76.91,2015-09-24 11:44:37,Stormy,69,Auto-rickshaw,No
10.84,77.19,2010-02-17 04:14:59,Stormy,52,Bus,No
10.89,76.81,2016-07-15 00:18:58,Stormy,56,Truck,No
11.12,76.89,2013-02-26 07:30:43,Windy,47,Truck,No
10.89,76.86,2001-10-13 19:37:38,Stormy,40,Bus,Yes
11.09,77.02,2020-11-21 20:34:47,Rainy,43,Bus,No
10.85,77.11,1999-02-12 22:54:44,Rainy,46,Bus,No
10.95,76.81,2007-10-04 08:53:45,Stormy,39,Auto-rickshaw,No
11.14,77.13,1993-07-29 00:41:37,Windy,24,Auto-rickshaw,No
11.05,76.9,2006-06-09 05:41:46,Clear,69,Auto-rickshaw,No
10.83,76.93,2014-01-07 23:46:26,Windy,41,Bus,No
11.16,77.0,2015-11-18 04:14:51,Stormy,39,Bus,No
11.07,77.1,1990-10-21 00:48:27,Clear,78,Bus,Yes
10.81,76.9,1999-06-14 16:06:05,Windy,24,Bike,No
11.08,77.03,2006-09-02 05:45:01,Rainy,41,Auto-rickshaw,No
11.19,76.91,1991-10-03 14:40:44,Foggy,74,Auto-rickshaw,Yes
11.15,76.88,2014-11-13 02:25:22,Stormy,68,Truck,No
11.0,76.94,1994-04-03 22:36:47,Stormy,33,Car,No
10.87,76.86,2006-06-23 03:46:51,Clear,39,Bike,No
10.96,77.2,1990-06-17 11:24:34,Stormy,66,Truck,Yes
10.91,77.16,2006-01-08 22:17:58,Stormy,43,Truck,Yes
11.18,77.04,2011-04-13 01:19:12,Clear,27,Bike,Yes
10.85,76.85,1992-04-02 02:45:14,Windy,26,Truck,Yes
11.1,76.99,1999-07-14 14:50:02,Stormy,24,Bike,Yes
11.01,77.18,2023-09-24 16:58:38,Windy,60,Car,Yes
11.18,76.98,2007-01-21 08:44:31,Rainy,33,Car,No
11.16,76.87,1995-08-22 08:48:34,Stormy,53,Bus,No
10.9,77.18,2013-03-29 16:16:26,Foggy,65,Car,No
11.06,77.11,1998-12-16 14:05:18,Rainy,52,Car,No
11.1,77.06,1992-01-29 10:06:20,Stormy,59,Car,No
11.03,76.96,2010-02-16 18:44:33,Clear,78,Car,Yes
10.91,77.19,2011-12-27 18:37:45,Rainy,62,Truck,Yes
11.04,77.18,2001-10-29 20:57:21,Stormy,22,Bus,No
11.16,76.83,1997-04-03 11:32:44,Rainy,37,Bike,No
11.0,76.86,2019-05-15 16:45:24,Rainy,47,Car,Yes
11.06,76.96,2011-11-21 04:39:27,Stormy,65,Car,Yes
10.81,76.82,1994-04-03 22:36:47,Foggy,78,Bike,No
10.92,77.09,2003-08-23 19:49:18,Rainy,43,Auto-rickshaw,Yes
10.99,77.18,2011-09-20 06:47:44,Stormy,24,Bus,Yes
10.81,77.2,2018-05-06 20:14:14,Stormy,58,Auto-rickshaw,Yes
11.02,76.93,2019-06-18 13:40:39,Stormy,23,Bike,Yes
10.95,77.11,1997-04-02 16:47:31,Windy,20,Bike,No
11.14,76.96,2013-12-17 07:26:32,Foggy,68,Auto-rickshaw,Yes
11.15,77.0,2011-03-14 16:59:30,Windy,33,Bus,Yes
10.91,77.12,2011-03-13 13:03:30,Windy,61,Bike,No
10.89,76.99,2013-05-31 19:01:09,Foggy,30,Bike,Yes
10.87,76.86,2015-10-10 00:08:24,Clear,40,Bike,No
11.03,76.87,1997-08-22 07:39:07,Clear,58,Bus,No
10.97,77.1,2003-03-15 07:27:52,Rainy,74,Auto-rickshaw,Yes
10.98,76.96,2005-05-03 03:12:15,Rainy,58,Bike,Yes
10.9,76.98,1999-08-13 22:50:59,Stormy,68,Truck,Yes
11.19,77.1,2015-11-05 03:48:46,Stormy,51,Auto-rickshaw,No
10.94,76.92,2021-04-12 20:13:00,Clear,37,Auto-rickshaw,Yes
11.07,76.87,1997-08-22 07:39:07,Windy,42,Bus,No
11.04,76.9,1992-10-17 18:51:28,Stormy,36,Auto-rickshaw,Yes
11.17,76.9,1990-10-21 00:48:27,Rainy,23,Car,Yes
10.98,76.87,2008-09-29 08:33:04,Stormy,54,Truck,Yes
10.96,76.81,2019-02-21 14:59:47,Clear,70,Bus,No
11.04,76.98,1997-08-22 07:39:07,Windy,35,Auto-rickshaw,No
11.12,77.09,2006-04-13 20:26:32,Stormy,65,Truck,Yes
11.15,76.83,1999-09-20 16:07:41,Clear,26,Bike,Yes
11.19,76.98,2013-02-01 09:10:59,Stormy,63,Bus,Yes
11.07,76.94,2007-01-21 08:44:31,Clear,48,Car,No
10.96,77.05,2017-03-31 06:25:39,Foggy,75,Bike,Yes
11.09,77.16,2022-07-27 00:31:02,Rainy,60,Bus,Yes
10.95,76.96,2022-11-24 15:11:49,Windy,31,Bus,No
10.83,77.19,1998-07-22 19:36:43,Rainy,35,Bike,Yes
10.87,76.99,2000-12-10 01:00:09,Clear,19,Bus,Yes
11.12,76.86,1990-08-01 16:55:10,Rainy,61,Car,Yes
10.97,76.83,1992-10-18 13:59:03,Stormy,31,Bike,Yes
10.88,77.09,2009-04-10 02:51:49,Clear,76,Truck,Yes
10.84,76.84,2024-11-13 09:34:00,Windy,22,Bus,Yes
10.86,77.17,1994-05-26 07:54:17,Foggy,26,Auto-rickshaw,No
11.06,76.86,2010-01-04 20:18:43,Stormy,54,Truck,Yes
11.17,77.16,2014-11-13 02:25:22,Clear,35,Auto-rickshaw,Yes
11.03,77.03,1996-04-09 04:08:08,Clear,65,Bike,Yes
11.13,76.82,1996-10-10 21:17:20,Stormy,41,Auto-rickshaw,No
10.89,76.89,2021-04-12 12:50:43,Rainy,77,Truck,No
11.1,77.15,2022-06-30 11:43:55,Stormy,20,Bike,Yes
10.92,77.17,2017-01-27 09:57:07,Rainy,22,Auto-rickshaw,Yes
10.99,76.93,2005-02-12 07:59:26,Foggy,67,Truck,Yes
10.89,76.98,1993-10-17 06:26:03,Clear,70,Auto-rickshaw,Yes
10.98,76.9,2011-11-21 04:39:27,Foggy,74,Truck,Yes
11.18,76.84,2012-01-11 23:04:43,Clear,37,Truck,Yes
11.08,77.17,2011-11-23 10:25:30,Rainy,32,Bus,Yes
10.99,77.19,2004-03-23 09:08:09,Stormy,41,Truck,Yes
11.02,77.02,2022-01-07 13:12:10,Stormy,43,Bike,Yes
11.03,76.84,2022-01-16 00:54:04,Foggy,48,Car,No
10.84,76.99,2001-10-04 10:03:45,Clear,79,Bike,Yes
10.95,77.13,2000-02-26 23:02:53,Rainy,48,Auto-rickshaw,No
10.81,77.02,2011-03-13 13:03:30,Windy,45,Auto-rickshaw,Yes
10.91,77.15,2009-04-13 01:29:37,Foggy,78,Bus,No
10.86,77.01,2014-06-13 07:08:22,Windy,56,Bus,No
10.95,77.11,2019-05-21 22:22:25,Stormy,33,Bike,No
10.87,77.18,1990-08-01 16:55:10,Foggy,51,Bike,Yes
11.19,77.12,2004-04-06 23:03:35,Windy,34,Truck,No
10.99,76.98,1993-03-07 14:09:44,Windy,71,Auto-rickshaw,Yes
11.03,76.95,2007-01-21 11:05:37,Windy,52,Truck,No
10.83,76.85,2002-10-03 08:49:05,Stormy,79,Bike,Yes
10.84,76.98,2021-06-22 06:21:15,Foggy,25,Auto-rickshaw,Yes
10.91,77.12,2004-03-23 09:08:09,Clear,23,Car,Yes
11.09,76.9,2018-10-11 11:30:00,Windy,71,Car,No
10.86,76.97,2006-02-18 12:17:12,Stormy,56,Car,Yes
10.85,76.91,1999-07-14 14:50:02,Windy,47,Auto-rickshaw,No
11.04,77.1,1998-03-04 18:29:59,Stormy,65,Auto-rickshaw,No
10.85,77.01,2009-07-24 17:52:13,Clear,78,Bus,No
10.87,76.81,2023-07-04 23:57:57,Windy,58,Auto-rickshaw,Yes
10.95,76.99,2004-11-22 18:51:36,Stormy,71,Auto-rickshaw,No
10.81,77.14,1991-05-19 12:19:20,Clear,56,Truck,Yes
10.9,77.05,2017-03-10 15:04:22,Windy,61,Truck,No
10.97,77.09,1994-05-25 06:15:10,Foggy,74,Truck,Yes
11.16,77.12,2015-08-29 14:10:31,Windy,43,Bus,Yes
10.84,76.91,2023-04-28 19:23:51,Foggy,28,Truck,No
10.9,77.03,2014-07-03 00:52:59,Windy,66,Bus,No
10.96,77.05,2021-08-28 03:16:52,Stormy,66,Auto-rickshaw,No
11.06,77.1,2006-11-19 00:27:42,Stormy,24,Bus,No
10.92,77.0,1990-08-22 18:51:20,Clear,57,Car,Yes
10.82,76.97,2017-09-27 04:51:47,Rainy,76,Bike,No
11.12,76.81,2015-07-03 11:17:03,Clear,75,Bike,No
11.03,77.01,2024-02-05 12:14:04,Windy,18,Auto-rickshaw,Yes
10.96,77.05,1993-07-29 00:41:37,Stormy,71,Auto-rickshaw,Yes
10.88,77.12,2018-10-11 11:30:00,Foggy,32,Bus,Yes
10.92,76.9,2001-06-20 00:53:20,Stormy,38,Car,No
11.01,76.94,2019-02-28 13:20:26,Stormy,38,Bike,Yes
10.86,76.92,2009-07-20 07:46:47,Clear,78,Auto-rickshaw,Yes
11.2,77.15,2022-07-27 00:31:02,Stormy,79,Truck,Yes
11.18,77.04,2013-12-17 07:26:32,Stormy,69,Auto-rickshaw,No
11.04,77.07,2010-03-23 15:15:20,Stormy,30,Bike,No
11.06,77.11,2006-04-05 13:56:45,Clear,29,Car,No
10.91,77.06,2012-06-12 07:24:17,Windy,40,Truck,No
11.17,77.18,2006-06-23 03:46:51,Clear,24,Bus,Yes
10.98,77.06,2001-06-20 00:53:20,Foggy,78,Bike,Yes
10.83,76.8,2011-02-10 15:31:17,Windy,60,Bus,No
10.94,77.09,2012-04-11 21:44:11,Foggy,25,Bike,No
10.82,77.11,1991-09-17 00:10:13,Foggy,68,Truck,Yes
11.12,76.84,2000-01-08 02:18:10,Foggy,32,Bus,No
10.81,76.8,2001-05-31 17:21:20,Foggy,69,Auto-rickshaw,No
11.13,77.09,2003-07-10 18:43:15,Clear,24,Auto-rickshaw,No
10.81,77.09,2021-05-20 01:08:13,Clear,33,Car,No
10.94,77.17,2014-04-07 02:14:05,Rainy,77,Bike,No
10.93,76.98,2003-04-07 19:46:56,Rainy,51,Bike,Yes
10.99,77.16,1997-04-02 16:47:31,Stormy,21,Truck,No
10.84,77.12,2005-10-17 14:39:04,Foggy,38,Car,Yes
11.09,77.16,2011-02-10 15:31:17,Foggy,73,Bus,No
11.06,77.07,2013-02-01 09:10:59,Rainy,19,Car,Yes
10.93,76.94,1992-04-03 01:58:45,Foggy,28,Car,Yes
10.85,76.89,1999-08-13 22:50:59,Rainy,54,Bike,Yes
11.0,76.88,2005-02-15 23:29:50,Windy,73,Bike,No
11.05,77.17,2023-04-28 19:23:51,Windy,19,Truck,Yes
11.18,76.95,2023-07-04 23:57:57,Clear,58,Auto-rickshaw,No
11.16,77.04,2013-08-27 03:57:47,Rainy,20,Bus,No
11.18,77.14,2023-06-28 08:57:14,Foggy,72,Truck,No
11.08,76.95,2000-02-26 23:02:53,Foggy,55,Truck,Yes
10.81,77.17,2004-02-29 18:07:45,Windy,69,Bike,No
11.0,77.01,1995-10-03 05:20:03,Windy,58,Bike,No
10.82,76.97,2014-01-07 23:46:26,Clear,35,Car,Yes
10.91,77.12,2015-04-30 12:06:28,Clear,31,Truck,Yes
11.18,76.83,2005-11-26 14:19:43,Rainy,39,Auto-rickshaw,No
10.94,76.96,1999-12-24 04:13:28,Windy,31,Auto-rickshaw,No
11.13,76.93,1994-04-02 08:19:14,Rainy,36,Car,No
10.94,76.81,1997-07-02 16:18:09,Rainy,29,Auto-rickshaw,No
11.0,76.98,2005-10-17 14:39:04,Foggy,50,Bus,No
11.1,76.86,2024-05-03 14:32:10,Clear,71,Auto-rickshaw,Yes
11.16,77.19,2013-02-01 09:10:59,Stormy,40,Bike,Yes
10.82,76.96,2002-01-26 09:42:16,Rainy,35,Car,No
10.8,77.14,2000-09-12 05:13:44,Clear,71,Bus,Yes
11.13,77.04,2002-03-07 21:18:50,Rainy,48,Bike,No
11.18,76.94,1992-10-18 13:59:03,Foggy,64,Auto-rickshaw,No
10.89,77.08,2023-04-28 19:23:51,Stormy,77,Car,No
10.81,76.86,1999-02-27 02:00:49,Rainy,56,Car,No
10.89,77.13,2011-11-03 20:01:14,Rainy,18,Car,No
10.96,77.2,2000-06-28 13:28:00,Windy,39,Truck,Yes
11.08,77.03,2009-08-12 02:12:07,Stormy,21,Auto-rickshaw,No
11.09,76.86,2023-08-09 11:06:20,Foggy,22,Bus,No
10.88,76.9,1992-03-28 19:31:26,Stormy,33,Auto-rickshaw,No
10.87,77.15,2014-04-07 02:14:05,Clear,72,Car,No
11.09,77.06,2016-10-24 16:01:34,Clear,52,Bus,No
10.93,77.11,1997-01-22 05:04:46,Rainy,66,Car,Yes
11.05,76.9,1997-04-02 16:47:31,Foggy,18,Truck,No
10.85,77.05,2015-10-29 01:26:15,Rainy,20,Truck,No
11.03,77.03,1999-12-18 17:21:21,Windy,26,Bus,Yes
10.89,77.02,1991-05-10 07:59:19,Foggy,30,Auto-rickshaw,Yes
10.85,77.05,2016-10-24 16:01:34,Windy,60,Auto-rickshaw,Yes
11.03,76.9,1995-08-22 08:48:34,Clear,76,Truck,Yes
11.14,76.82,2022-07-27 00:31:02,Windy,43,Truck,No
10.85,76.83,2015-09-25 05:10:40,Foggy,71,Truck,No
11.14,77.09,2007-10-04 08:53:45,Clear,45,Bus,Yes
10.81,77.03,1992-07-12 00:06:18,Rainy,29,Auto-rickshaw,Yes
11.19,77.03,1990-09-26 23:25:37,Windy,60,Car,No
11.0,77.01,2010-11-06 04:56:17,Stormy,68,Auto-rickshaw,Yes
11.09,76.86,2013-11-17 05:05:04,Windy,20,Car,No
10.9,77.17,2000-02-05 08:38:16,Rainy,34,Bus,No
11.09,77.07,2019-06-18 13:40:39,Rainy,22,Bus,No
11.01,76.98,2017-03-10 15:04:22,Stormy,28,Auto-rickshaw,No
11.12,77.0,2004-08-22 08:00:44,Foggy,40,Bus,No
10.98,76.94,2000-06-28 13:28:00,Rainy,71,Bus,No
11.16,77.0,2011-03-13 13:03:30,Stormy,72,Bus,No
11.06,76.86,1990-04-06 20:58:40,Stormy,64,Auto-rickshaw,Yes
10.89,76.81,2012-07-12 08:27:16,Stormy,56,Bike,Yes
11.01,77.15,1994-01-11 22:50:26,Stormy,46,Truck,No
10.88,77.17,2004-02-29 18:07:45,Windy,71,Car,Yes
11.1,76.88,2020-01-16 22:51:46,Windy,28,Truck,No
